id;annotation;min;max;length;dir
PRJNA276168:UN65_03730;lipid A biosynthesis acyltransferase;781095;781964;870;r
PRJNA276168:UN65_03735;protease;782071;782712;642;f
PRJNA276168:UN65_03740;membrane protein;782768;783469;702;f
PRJNA276168:UN65_03745;patatin;783566;784336;771;f
PRJNA276168:UN65_03750;selenocysteine lyase;784696;786180;1485;r
PRJNA276168:UN65_03755;hypothetical protein;786377;786835;459;r
PRJNA276168:UN65_03760;hypothetical protein;786848;787237;390;r
PRJNA276168:UN65_03765;RNA polymerase sigma70 factor;787268;787810;543;r
PRJNA276168:UN65_03770;ABC transporter ATP-binding protein;787906;788556;651;f
PRJNA276168:UN65_03775;alanine racemase;788813;789547;735;r
PRJNA276168:UN65_03780;ATPase;789552;790265;714;r
PRJNA276168:UN65_03785;hypothetical protein;790812;791663;852;r
PRJNA276168:UN65_03790;T9SS C-terminal target domain-containing protein [428943:430092](-);791665;792900;1236;r
PRJNA276168:UN65_03795;hypothetical protein;793253;793498;246;f
PRJNA276168:UN65_03805;hypothetical protein;794066;794563;498;f
PRJNA276168:UN65_03820;transposase;795575;796396;822;f
PRJNA276168:UN65_03825;hypothetical protein;796555;796782;228;f
PRJNA276168:UN65_03830;transposase;796871;797701;831;r
PRJNA276168:UN65_03840;transposase;798688;799509;822;f
PRJNA276168:UN65_03845;preprotein translocase subunit SecA;799813;800187;375;r
PRJNA276168:UN65_03850;polyketide synthase;800239;801843;1605;r
PRJNA276168:UN65_03855;Crp/Fnr family transcriptional regulator;801948;802574;627;f
PRJNA276168:UN65_03860;beta-lactamase;802641;804059;1419;f
PRJNA276168:UN65_03865;beta-lactamase;804144;805568;1425;f
PRJNA276168:UN65_03870;hypothetical protein;805565;805789;225;f
PRJNA276168:UN65_03875;hypothetical protein;806252;806440;189;f
PRJNA276168:UN65_03880;inosine-5-monophosphate dehydrogenase;806719;808191;1473;f
PRJNA276168:UN65_03885;acyltransferase 3 [444338:445364](+);808395;809420;1026;f
PRJNA276168:UN65_03890;threonine aldolase;809452;810477;1026;r
PRJNA276168:UN65_03895;peptide chain release factor 2;810680;811696;1017;f
PRJNA276168:UN65_03900;translation factor Sua5;811965;812585;621;f
PRJNA276168:UN65_03905;pyrroline-5-carboxylate reductase;812756;813556;801;f
PRJNA276168:UN65_03915;glyoxalase;814917;815309;393;r
PRJNA276168:UN65_03920;thioesterase;815549;815938;390;f
PRJNA276168:UN65_03925;biotin--acetyl-CoA-carboxylase ligase;816016;816747;732;r
PRJNA276168:UN65_03930;ribosome-associated protein IOJAP;816849;817220;372;f
PRJNA276168:UN65_03935;peptidase M41;817235;819157;1923;f
PRJNA276168:UN65_03940;lactate utilization protein B/C;819264;819869;606;f
PRJNA276168:UN65_03945;phosphatidate cytidylyltransferase;819871;820674;804;f
PRJNA276168:UN65_03950;phosphatidylserine decarboxylase;820664;821317;654;f
PRJNA276168:UN65_03955;phosphatidylserine decarboxylase;821319;821585;267;f
PRJNA276168:UN65_03960;superoxide dismutase;821586;822440;855;f
PRJNA276168:UN65_03965;hypothetical protein;822487;822918;432;r
PRJNA276168:UN65_03970;hypothetical protein;823484;824032;549;r
PRJNA276168:UN65_03975;thiol:disulfide interchange protein [461339:462074](+);824146;824880;735;f
PRJNA276168:UN65_03980;thiol:disulfide interchange protein;825018;825293;276;f
PRJNA276168:UN65_03985;chromosome segregation protein;826077;827933;1857;r
PRJNA276168:UN65_03995;hypothetical protein;831498;832661;1164;f
PRJNA276168:UN65_04000;membrane protein;832733;833467;735;f
PRJNA276168:UN65_04010;molybdopterin synthase sulfur carrier subunit [471239:471482](+);834045;834287;243;f
PRJNA276168:UN65_04015;rhodanese-like protein [471493:472567](+);834299;835372;1074;f
PRJNA276168:UN65_04020;molybdopterin converting factor;835365;835802;438;f
PRJNA276168:UN65_04025;molybdopterin-guanine dinucleotide biosynthesis protein MoaC;835807;836718;912;f
PRJNA276168:UN65_04030;molybdenum cofactor biosynthesis protein MoeA;836723;837712;990;f
PRJNA276168:UN65_04035;MFS transporter;837799;839271;1473;f
PRJNA276168:UN65_04040;MFS transporter;839287;840879;1593;f
PRJNA276168:UN65_04045;MFS transporter;840898;841950;1053;f
PRJNA276168:UN65_04050;nitrite reductase;841963;844179;2217;f
PRJNA276168:UN65_04055;4Fe-4S ferredoxin;844194;844766;573;f
PRJNA276168:UN65_04060;%282Fe-2S%29-binding protein;844778;845278;501;f
PRJNA276168:UN65_04065;hypothetical protein;845298;845543;246;f
PRJNA276168:UN65_04070;hypothetical protein;846075;848714;2640;f
PRJNA276168:UN65_04075;membrane protein;848737;849672;936;f
PRJNA276168:UN65_04080;flagellar motor protein MotB;849768;851837;2070;f
PRJNA276168:UN65_04085;Rrf2 family transcriptional regulator;852015;852449;435;f
PRJNA276168:UN65_04090;hypothetical protein;852805;853392;588;f
PRJNA276168:UN65_04095;hypothetical protein;853392;854621;1230;f
PRJNA276168:UN65_04100;dihydrolipoamide dehydrogenase;854707;855552;846;f
PRJNA276168:UN65_04105;UspA domain-containing protein [492996:493827](+);855803;856633;831;f
PRJNA276168:UN65_04110;hypothetical protein;856924;857799;876;r
PRJNA276168:UN65_04115;acyltransferase;857799;859232;1434;r
PRJNA276168:UN65_04120;acetyl-CoA synthetase;859520;861427;1908;f
PRJNA276168:UN65_04125;exonuclease;861511;862074;564;r
PRJNA276168:UN65_04130;nucleotidyltransferase;862077;863987;1911;r
PRJNA276168:UN65_04135;hypothetical protein;864351;864785;435;f
PRJNA276168:UN65_04140;diacylglyceryl transferase;864810;865118;309;f
PRJNA276168:UN65_04145;potassium transporter Kup;865508;867484;1977;f
PRJNA276168:UN65_04150;membrane protein;867490;868353;864;f
PRJNA276168:UN65_04155;aminopeptidase;868365;870476;2112;r
PRJNA276168:UN65_04160;hypothetical protein;870558;871919;1362;r
PRJNA276168:UN65_04165;hypothetical protein;872013;872213;201;r
PRJNA276168:UN65_04170;hypothetical protein;872271;872498;228;f
PRJNA276168:UN65_04175;radical SAM protein;872495;873880;1386;r
PRJNA276168:UN65_04180;diacylglyceryl transferase;873881;874597;717;r
PRJNA276168:UN65_04185;ABC transporter ATP-binding protein;874700;876319;1620;f
PRJNA276168:UN65_04190;ATP-binding domain-containing protein;876692;877432;741;f
PRJNA276168:UN65_04195;ATP-dependent DNA helicase;877461;879563;2103;f
PRJNA276168:UN65_04200;hypothetical protein;879580;879918;339;r
PRJNA276168:UN65_04205;hypothetical protein;880024;880398;375;f
PRJNA276168:UN65_04215;mandelate racemase;881060;882106;1047;r
PRJNA276168:UN65_04220;hypothetical protein;882127;883335;1209;r
PRJNA276168:UN65_04225;hypothetical protein;883632;884414;783;r
PRJNA276168:UN65_04230;1%2C4-dihydroxy-2-naphthoate prenyltransferase;884414;885328;915;r
PRJNA276168:UN65_04235;1%2C4-dihydroxy-6-naphthoate synthase;885737;886576;840;r
PRJNA276168:UN65_04240;hypothetical protein;886974;887510;537;f
PRJNA276168:UN65_04245;nucleoid-associated protein NdpA;887568;888626;1059;f
PRJNA276168:UN65_04250;peptidase T;888629;889870;1242;f
PRJNA276168:UN65_04255;transposase;890464;891285;822;r
PRJNA276168:UN65_04265;hypothetical protein;892082;894109;2028;r
PRJNA276168:UN65_04270;3-ketoacyl-ACP reductase;894238;894984;747;r
PRJNA276168:UN65_04280;transposase;896293;897207;915;r
PRJNA276168:UN65_04285;transposase;897207;897473;267;r
PRJNA276168:UN65_04290;flippase [533442:534969](-);897709;899235;1527;r
PRJNA276168:UN65_04295;aminotransferase;899330;900412;1083;r
PRJNA276168:UN65_04300;FemAB family protein;900471;901418;948;r
PRJNA276168:UN65_04305;rRNA methyltransferase;901526;902311;786;f
PRJNA276168:UN65_04310;polyphosphate kinase;902629;904743;2115;f
PRJNA276168:UN65_04315;exopolyphosphatase;904754;905644;891;f
PRJNA276168:UN65_04325;integrase;907144;908256;1113;r
PRJNA276168:UN65_04370;tetrahydrofolate synthase;911088;912305;1218;r
PRJNA276168:UN65_04375;energy transducer TonB;912320;913087;768;r
PRJNA276168:UN65_04380;biopolymer transporter ExbD;913089;913478;390;r
PRJNA276168:UN65_04385;biopolymer transporter ExbB;913481;914185;705;r
PRJNA276168:UN65_04390;hypothetical protein;914506;915063;558;r
PRJNA276168:UN65_04395;cobalamin biosynthesis protein CobW;915570;916607;1038;f
PRJNA276168:UN65_04400;cobalamin biosynthesis protein CobN;916672;920406;3735;f
PRJNA276168:UN65_04405;hypothetical protein;920498;920677;180;r
PRJNA276168:UN65_04410;ATP:cob%28I%29alamin adenosyltransferase;920670;921248;579;r
PRJNA276168:UN65_04420;hypothetical protein;922959;923657;699;r
PRJNA276168:UN65_04425;cobalamin biosynthesis protein CbiD;923697;924782;1086;r
PRJNA276168:UN65_04430;precorrin-6x reductase;924786;925544;759;r
PRJNA276168:UN65_04435;cobalamin biosynthesis protein CbiG;925577;927412;1836;r
PRJNA276168:UN65_04440;precorrin-6Y C5%2C15-methyltransferase;927405;928598;1194;r
PRJNA276168:UN65_04445;oxidoreductase;928667;929317;651;r
PRJNA276168:UN65_04450;precorrin-3B C17-methyltransferase;929319;930683;1365;r
PRJNA276168:UN65_04455;precorrin-2 C20-methyltransferase;930680;931387;708;r
PRJNA276168:UN65_04460;cobalamin biosynthesis protein CbiX;931423;932361;939;r
PRJNA276168:UN65_04465;uroporphyrin-III C-methyltransferase [566139:566928](-);932351;933139;789;r
PRJNA276168:UN65_04470;epimerase;933143;933967;825;r
PRJNA276168:UN65_04475;NAD%2B synthetase;933976;934776;801;r
PRJNA276168:UN65_04480;hypothetical protein;934798;937059;2262;r
PRJNA276168:UN65_04485;cobalamin biosynthesis protein CobD;937782;938732;951;r
PRJNA276168:UN65_04490;aminotransferase class I/II;938717;939739;1023;r
PRJNA276168:UN65_04495;cobalamin biosynthesis protein CobQ;939736;941217;1482;r
PRJNA276168:UN65_04500;GHMP kinase [575000:575846](-);941223;942068;846;r
PRJNA276168:UN65_04505;cobyrinic acid a%2Cc-diamide synthase;942131;943477;1347;f
PRJNA276168:UN65_04515;3%2C4-dihydroxy-2-butanone 4-phosphate synthase;943779;944912;1134;r
PRJNA276168:UN65_04520;permease;944893;946353;1461;r
PRJNA276168:UN65_04525;membrane protein;946362;947000;639;r
PRJNA276168:UN65_04530;cell division protein FtsK;947007;949511;2505;r
PRJNA276168:UN65_04535;diacylglycerol kinase;949551;949925;375;r
PRJNA276168:UN65_04540;thiol peroxidase;949925;950422;498;r
PRJNA276168:UN65_04545;ArsR family transcriptional regulator;950540;950866;327;f
PRJNA276168:UN65_04550;hypothetical protein;950911;951375;465;f
PRJNA276168:UN65_04555;SAM-dependent methyltransferase;951379;952011;633;f
PRJNA276168:UN65_04560;protein tyrosine phosphatase;951992;952630;639;f
PRJNA276168:UN65_04565;hypothetical protein;952678;952935;258;r
PRJNA276168:UN65_04570;thioredoxin;952948;953256;309;r
PRJNA276168:UN65_04575;alkyl hydroperoxide reductase;953339;953974;636;r
PRJNA276168:UN65_04580;catalase;954288;955757;1470;f
PRJNA276168:UN65_04585;catalase;955772;957265;1494;f
PRJNA276168:UN65_04590;hypothetical protein;957348;957803;456;f
PRJNA276168:UN65_04595;membrane protein;958120;958980;861;f
PRJNA276168:UN65_04600;transposase;959223;960137;915;r
PRJNA276168:UN65_04605;transposase;960137;960403;267;r
PRJNA276168:UN65_04610;organic hydroperoxide resistance protein;960714;961130;417;r
PRJNA276168:UN65_04615;nitroreductase;961144;961776;633;r
PRJNA276168:UN65_04620;transcriptional regulator;961868;962440;573;r
PRJNA276168:UN65_04625;hypothetical protein;962946;963932;987;f
PRJNA276168:UN65_04630;hypothetical protein;964001;964330;330;f
PRJNA276168:UN65_04635;ABC transporter ATP-binding protein;964569;966257;1689;r
PRJNA276168:UN65_04640;hypothetical protein;966331;966519;189;r
PRJNA276168:UN65_04645;DNA polymerase III subunit delta;966568;967572;1005;r
PRJNA276168:UN65_04650;restriction endonuclease subunit R;967651;968097;447;f
PRJNA276168:UN65_04655;glycosyl transferase family 2;968404;969405;1002;f
PRJNA276168:UN65_04660;membrane protein;969412;970266;855;f
PRJNA276168:UN65_04665;mechanosensitive ion channel protein MscS;970684;971940;1257;r
PRJNA276168:UN65_04670;membrane protein;971942;972220;279;r
PRJNA276168:UN65_04675;DEAD/DEAH box helicase;972417;973955;1539;f
PRJNA276168:UN65_04680;LytR family transcriptional regulator;974355;975110;756;r
PRJNA276168:UN65_04685;hypothetical protein;975132;975488;357;r
PRJNA276168:UN65_04690;histidine kinase;975498;975797;300;r
PRJNA276168:UN65_04695;histidine kinase;975840;977174;1335;r
PRJNA276168:UN65_04700;hypothetical protein;977205;977828;624;r
PRJNA276168:UN65_04705;TonB-dependent receptor;977983;980136;2154;r
PRJNA276168:UN65_04710;potassium channel protein;980430;981146;717;f
PRJNA276168:UN65_04715;TonB-dependent receptor;981425;983848;2424;r
PRJNA276168:UN65_04720;deoxyribonuclease HsdR;983829;985184;1356;r
PRJNA276168:UN65_04725;hypothetical protein;985174;986286;1113;r
PRJNA276168:UN65_04730;hypothetical protein;986543;987748;1206;r
PRJNA276168:UN65_04735;hydroxymethylglutaryl-CoA lyase;987851;988720;870;r
PRJNA276168:UN65_04740;dihydroorotate dehydrogenase;988739;989782;1044;r
PRJNA276168:UN65_04745;50S rRNA methyltransferase;989876;990349;474;f
PRJNA276168:UN65_04750;glycosyl transferase group 2 [660804:661692](+);990349;991236;888;f
PRJNA276168:UN65_04760;WxcM domain-containing protein;992155;992556;402;r
PRJNA276168:UN65_04765;glycosyl transferase [663119:663938](+);992664;993482;819;f
PRJNA276168:UN65_04770;beta-lactamase regulatory protein;993497;994390;894;f
PRJNA276168:UN65_04775;glutathionylspermidine synthase;994452;995585;1134;r
PRJNA276168:UN65_04780;hypothetical protein;995659;995997;339;r
PRJNA276168:UN65_04785;hypothetical protein;995998;996354;357;r
PRJNA276168:UN65_04790;membrane protein;996517;998397;1881;r
PRJNA276168:UN65_04795;CTP synthetase;998477;1000090;1614;r
PRJNA276168:UN65_04800;hypothetical protein;1000257;1000481;225;r
PRJNA276168:UN65_04805;OsmC family protein;1000701;1001105;405;r
PRJNA276168:UN65_04810;hypothetical protein;1001105;1003021;1917;r
PRJNA276168:UN65_04815;peptidoglycan-binding protein;1003199;1005082;1884;r
PRJNA276168:UN65_04820;GMP synthase;1005182;1006711;1530;r
PRJNA276168:UN65_04825;hypothetical protein;1007037;1007759;723;r
PRJNA276168:UN65_04830;methylmalonyl-CoA mutase;1007887;1011312;3426;f
PRJNA276168:UN65_04840;hypothetical protein;1012927;1013205;279;r
PRJNA276168:UN65_04845;hypothetical protein;1013207;1013770;564;r
PRJNA276168:UN65_04850;hypothetical protein;1014053;1014526;474;f
PRJNA276168:UN65_04855;transcriptional regulator;1014588;1015067;480;r
PRJNA276168:UN65_04860;peptidase M14;1015128;1016273;1146;r
PRJNA276168:UN65_04865;acyltransferase;1016426;1016986;561;r
PRJNA276168:UN65_04870;rRNA methyltransferase;1017216;1017893;678;r
PRJNA276168:UN65_04875;NAD-dependent deacetylase;1018006;1018689;684;f
PRJNA276168:UN65_04880;2-nitropropane dioxygenase;1018706;1019644;939;r
PRJNA276168:UN65_04885;peptidase S8;1019650;1021263;1614;r
PRJNA276168:UN65_04890;thiouridylase;1021314;1022501;1188;r
PRJNA276168:UN65_04895;hypothetical protein;1022530;1023252;723;r
PRJNA276168:UN65_04900;hypothetical protein;1023481;1023762;282;r
PRJNA276168:UN65_04905;MarR family transcriptional regulator;1023921;1024364;444;f
PRJNA276168:UN65_04910;3-hydroxyacyl-CoA dehydrogenase;1024372;1026762;2391;f
PRJNA276168:UN65_04915;acetyl-CoA acetyltransferase;1026856;1028040;1185;f
PRJNA276168:UN65_04920;four helix bundle protein [1030619:1030973](+);1028076;1028429;354;f
PRJNA276168:UN65_04925;acyl-CoA dehydrogenase;1028467;1030263;1797;f
PRJNA276168:UN65_04930;superoxide dismutase;1031007;1031528;522;f
PRJNA276168:UN65_04935;Crp/Fnr family transcriptional regulator;1032071;1032751;681;f
PRJNA276168:UN65_04940;antioxidant AhpC;1032837;1033427;591;f
PRJNA276168:UN65_04945;hypothetical protein;1033546;1033827;282;f
PRJNA276168:UN65_04950;hypothetical protein;1033835;1034854;1020;f
PRJNA276168:UN65_04955;hypothetical protein;1035633;1036121;489;f
PRJNA276168:UN65_04960;hypothetical protein;1036109;1036819;711;f
PRJNA276168:UN65_04965;D-alanine--D-alanine ligase;1036819;1037841;1023;f
PRJNA276168:UN65_04970;hypothetical protein;1037913;1038554;642;f
PRJNA276168:UN65_04975;excinuclease ABC subunit A;1039004;1041811;2808;f
PRJNA276168:UN65_04980;leucyl aminopeptidase [1344317:1345493](+);1041977;1043152;1176;r
PRJNA276168:UN65_04985;aminopeptidase N;1043458;1046262;2805;f
PRJNA276168:UN65_04990;transketolase;1046442;1048844;2403;f
PRJNA276168:UN65_04995;peroxidase;1049148;1051325;2178;r
PRJNA276168:UN65_05000;hypothetical protein;1051719;1052102;384;r
PRJNA276168:UN65_05005;thiamine biosynthesis protein ThiJ;1052336;1053013;678;r
PRJNA276168:UN65_05010;Crp/Fnr family transcriptional regulator;1053215;1053778;564;r
PRJNA276168:UN65_05015;hypothetical protein;1053978;1054604;627;r
PRJNA276168:UN65_05020;doxX family protein;1055036;1055437;402;r
PRJNA276168:UN65_05025;alkylhydroperoxidase;1055463;1055996;534;r
PRJNA276168:UN65_05030;AraC family transcriptional regulator;1056064;1056924;861;r
PRJNA276168:UN65_05035;hypothetical protein;1057492;1057773;282;r
PRJNA276168:UN65_05040;alanine acetyltransferase;1057847;1058422;576;f
PRJNA276168:UN65_05045;C4-dicarboxylate ABC transporter;1058561;1059820;1260;r
PRJNA276168:UN65_05050;chorismate synthase;1059820;1060887;1068;r
PRJNA276168:UN65_05055;serine hydroxymethyltransferase;1061018;1062292;1275;r
PRJNA276168:UN65_05060;fumarylacetoacetase;1062407;1063690;1284;f
PRJNA276168:UN65_05065;hypothetical protein;1063770;1064957;1188;f
PRJNA276168:UN65_05070;phenylalanyl-tRNA synthetase subunit beta;1065157;1067577;2421;r
PRJNA276168:UN65_05075;hypothetical protein;1068336;1068953;618;f
PRJNA276168:UN65_05080;hypothetical protein;1069235;1069594;360;r
PRJNA276168:UN65_05085;peptide methionine sulfoxide reductase;1069635;1070174;540;r
PRJNA276168:UN65_05090;PilB;1070188;1070646;459;r
PRJNA276168:UN65_05095;hypothetical protein;1070929;1071267;339;r
PRJNA276168:UN65_05105;hypothetical protein;1072636;1073283;648;r
PRJNA276168:UN65_05110;hypothetical protein;1073280;1074803;1524;r
PRJNA276168:UN65_05115;hypothetical protein;1074806;1075177;372;r
PRJNA276168:UN65_05120;hypothetical protein;1075546;1076190;645;r
PRJNA276168:UN65_05125;hypothetical protein;1076120;1077073;954;r
PRJNA276168:UN65_05130;hypothetical protein;1077076;1077468;393;r
PRJNA276168:UN65_05140;hypothetical protein;1079940;1080413;474;f
PRJNA276168:UN65_05145;hypothetical protein;1080476;1080808;333;r
PRJNA276168:UN65_05150;hypothetical protein;1081918;1082244;327;f
PRJNA276168:UN65_05160;hypothetical protein;1083421;1084191;771;f
PRJNA276168:UN65_05165;hypothetical protein;1084195;1084446;252;f
PRJNA276168:UN65_05170;damage-inducible protein D;1084448;1085311;864;f
PRJNA276168:UN65_05180;hypothetical protein;1086069;1086374;306;f
PRJNA276168:UN65_05185;cell filamentation protein Fic;1087595;1088581;987;r
PRJNA276168:UN65_05190;tRNA modification GTPase MnmE;1088597;1089994;1398;r
PRJNA276168:UN65_05195;hydrolase Nlp/P60;1090078;1090839;762;r
PRJNA276168:UN65_05200;acetyl-CoA acetyltransferase;1090924;1092099;1176;r
PRJNA276168:UN65_05235;hypothetical protein;1093347;1093604;258;f
PRJNA276168:UN65_05240;hypothetical protein;1094055;1094321;267;r
PRJNA276168:UN65_05245;hypothetical protein;1094507;1094917;411;f
PRJNA276168:UN65_05250;2-succinyl-6-hydroxy-2%2C 4-cyclohexadiene-1-carboxylate synthase;1095566;1096342;777;r
PRJNA276168:UN65_05255;iron ABC transporter;1096366;1097202;837;r
PRJNA276168:UN65_05260;orotidine 5%27-phosphate decarboxylase;1097248;1098075;828;r
PRJNA276168:UN65_05265;hypothetical protein;1098148;1098723;576;r
PRJNA276168:UN65_05270;flagellar motor protein MotB;1098799;1100826;2028;r
PRJNA276168:UN65_05275;peptide chain release factor 1;1101014;1102087;1074;r
PRJNA276168:UN65_05280;amidohydrolase;1102292;1103593;1302;r
PRJNA276168:UN65_05285;amidohydrolase;1103628;1106633;3006;r
PRJNA276168:UN65_05290;magnesium chelatase;1106785;1108320;1536;f
PRJNA276168:UN65_05295;amino acid dehydrogenase;1108569;1109795;1227;r
PRJNA276168:UN65_05300;chalcone isomerase;1109887;1110465;579;r
PRJNA276168:UN65_05305;anhydro-N-acetylmuramic acid kinase;1110537;1111610;1074;r
PRJNA276168:UN65_05310;acyl-CoA dehydrogenase;1111699;1112838;1140;f
PRJNA276168:UN65_05315;GTP-binding protein;1113476;1113706;231;r
PRJNA276168:UN65_05320;membrane protein;1113768;1114469;702;r
PRJNA276168:UN65_05325;cytochrome Cbb3 oxidase maturation protein CcoH;1114508;1114954;447;r
PRJNA276168:UN65_05330;cytochrome C oxidase;1115067;1116488;1422;r
PRJNA276168:UN65_05335;cytochrome C oxidase subunit III;1116609;1117550;942;r
PRJNA276168:UN65_05340;cytochrome C oxidase subunit IV;1117643;1117837;195;r
PRJNA276168:UN65_05345;bifunctional cbb3-type cytochrome c oxidase subunit I/II;1117844;1120030;2187;r
PRJNA276168:UN65_05350;cytochrome oxidase maturation protein Cbb3;1120033;1120221;189;r
PRJNA276168:UN65_05355;ATPase;1120345;1122726;2382;r
PRJNA276168:UN65_05360;Crp/Fnr family transcriptional regulator;1122834;1123514;681;f
PRJNA276168:UN65_05365;glycosyl hydrolase [1514978:1517525](-);1124193;1126739;2547;r
PRJNA276168:UN65_05370;phosphoribosylformylglycinamidine synthase;1126904;1130566;3663;f
PRJNA276168:UN65_05375;hypothetical protein;1130644;1131720;1077;f
PRJNA276168:UN65_05380;hypothetical protein;1131783;1132220;438;f
PRJNA276168:UN65_05385;endonuclease;1132582;1132905;324;f
PRJNA276168:UN65_05390;membrane protein [1522978:1526656](+);1133454;1137125;3672;f
PRJNA276168:UN65_05400;amidohydrolase;1138284;1139918;1635;r
PRJNA276168:UN65_05405;hypothetical protein;1139949;1140398;450;r
PRJNA276168:UN65_05410;TonB-dependent receptor;1140493;1142265;1773;r
PRJNA276168:UN65_05415;tetratricopeptide repeat protein;1142391;1145402;3012;r
PRJNA276168:UN65_05420;peptidase M43;1145750;1146703;954;f
PRJNA276168:UN65_05425;permease;1146788;1147876;1089;f
PRJNA276168:UN65_05430;SAM-dependent methyltransferase;1147876;1149054;1179;f
PRJNA276168:UN65_05435;peptidase M15;1149239;1149865;627;r
PRJNA276168:UN65_05440;hypothetical protein;1150029;1150313;285;r
PRJNA276168:UN65_05445;membrane protein [1542313:1543123](-);1150887;1151696;810;r
PRJNA276168:UN65_05450;hypothetical protein;1152002;1153510;1509;r
PRJNA276168:UN65_05455;lipoprotein ABC transporter ATP-binding protein;1153766;1154473;708;f
PRJNA276168:UN65_05460;hypothetical protein;1154475;1155239;765;f
PRJNA276168:UN65_05465;hypothetical protein;1155448;1155972;525;r
PRJNA276168:UN65_05470;methylglyoxal synthase;1156197;1156565;369;r
PRJNA276168:UN65_05475;N-acetylglucosamine kinase;1156571;1157422;852;r
PRJNA276168:UN65_05480;glyceraldehyde-3-phosphate dehydrogenase;1157644;1158642;999;r
PRJNA276168:UN65_05485;6-phosphofructokinase;1158818;1159807;990;r
PRJNA276168:UN65_05490;hypothetical protein;1159968;1164386;4419;r
PRJNA276168:UN65_05495;tRNA threonylcarbamoyladenosine biosynthesis protein Gcp;1164622;1165638;1017;f
PRJNA276168:UN65_05500;16S rRNA methyltransferase;1165667;1166371;705;f
PRJNA276168:UN65_05505;hypothetical protein;1166453;1167103;651;f
PRJNA276168:UN65_05510;RNA methyltransferase;1167108;1167614;507;f
PRJNA276168:UN65_05515;peptidase M43;1168026;1168979;954;f
PRJNA276168:UN65_05520;metalloprotease;1169377;1170231;855;r
PRJNA276168:UN65_05530;glycosyltransferase;1174301;1175518;1218;r
PRJNA276168:UN65_05535;tRNA hydroxylase;1175594;1176175;582;f
PRJNA276168:UN65_05540;hypothetical protein;1176386;1177189;804;f
PRJNA276168:UN65_05545;RNA helicase;1177495;1178760;1266;r
PRJNA276168:UN65_05550;arginase;1178785;1179825;1041;r
PRJNA276168:UN65_05555;hypothetical protein;1179950;1180840;891;f
PRJNA276168:UN65_05560;O-succinylbenzoic acid--CoA ligase;1180885;1181922;1038;r
PRJNA276168:UN65_05565;abortive phage infection protein;1181919;1182851;933;r
PRJNA276168:UN65_05570;arsenate reductase;1182914;1183255;342;f
PRJNA276168:UN65_05575;TonB-dependent receptor;1183322;1185799;2478;f
PRJNA276168:UN65_05580;serine hydroxymethyltransferase;1185852;1186019;168;r
PRJNA276168:UN65_05585;magnesium transporter;1186142;1187212;1071;r
PRJNA276168:UN65_05590;imidazolonepropionase;1187596;1188831;1236;f
PRJNA276168:UN65_05595;hypothetical protein;1188917;1189300;384;r
PRJNA276168:UN65_05600;membrane protein;1189390;1189581;192;f
PRJNA276168:UN65_05605;hypothetical protein;1189638;1190660;1023;f
PRJNA276168:UN65_05610;thiamine biosynthesis protein ThiF;1190671;1191387;717;r
PRJNA276168:UN65_05615;hydrolase TatD;1191412;1192047;636;r
PRJNA276168:UN65_05620;major facilitator transporter;1192697;1193911;1215;f
PRJNA276168:UN65_05625;transcriptional regulator;1194036;1194395;360;f
PRJNA276168:UN65_05635;tRNA-binding protein;1196913;1197248;336;r
PRJNA276168:UN65_05640;preprotein translocase subunit SecD;1197330;1200296;2967;r
PRJNA276168:UN65_05645;malate dehydrogenase;1200487;1201419;933;r
PRJNA276168:UN65_05650;DNA gyrase subunit B;1201582;1203522;1941;r
PRJNA276168:UN65_05655;asparagine synthetase B;1204025;1205704;1680;r
PRJNA276168:UN65_05660;NUDIX hydrolase;1206207;1206812;606;r
PRJNA276168:UN65_05665;orotate phosphoribosyltransferase;1206820;1207467;648;f
PRJNA276168:UN65_05670;orotate phosphoribosyltransferase;1207486;1207878;393;f
PRJNA276168:UN65_05675;DEAD/DEAH box helicase;1208059;1209876;1818;f
PRJNA276168:UN65_05680;hypothetical protein;1210139;1210708;570;f
PRJNA276168:UN65_05685;nitroreductase;1210862;1211476;615;r
PRJNA276168:UN65_05690;MarR family transcriptional regulator;1211618;1211938;321;f
PRJNA276168:UN65_05695;ATP-binding protein;1211928;1212605;678;r
PRJNA276168:UN65_05700;ABC transporter;1212605;1213861;1257;r
PRJNA276168:UN65_05705;secretion protein HlyD;1213861;1214943;1083;r
PRJNA276168:UN65_05710;phosphopantetheine adenylyltransferase;1216358;1216822;465;r
PRJNA276168:UN65_05715;D-alanine--D-alanine ligase;1216822;1217808;987;r
PRJNA276168:UN65_05720;membrane protein;1218005;1218616;612;f
PRJNA276168:UN65_05725;pseudouridine synthase;1218619;1219656;1038;f
PRJNA276168:UN65_05730;peptidase M28;1219914;1220945;1032;f
PRJNA276168:UN65_05735;membrane protein;1221583;1222437;855;r
PRJNA276168:UN65_05740;DNA topoisomerase IV subunit A;1222472;1222843;372;r
PRJNA276168:UN65_05745;hypothetical protein;1222865;1223404;540;r
PRJNA276168:UN65_05750;membrane protein;1223391;1223618;228;r
PRJNA276168:UN65_05755;N-acetylmuramic acid-6-phosphate etherase;1223641;1224450;810;r
PRJNA276168:UN65_05760;ZIP family metal transporter;1224490;1225182;693;r
PRJNA276168:UN65_05765;methyltransferase;1225259;1226023;765;r
